sub_votproCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_codFormula,vot_parCodigo,votVotosPartido,votPorcenVotos
"88","077","999","0131","0131",195323,6.48600006e+01
"88","077","999","0135","0135",105812,3.51399994e+01
"88","079","999","0131","0131",165471,6.41999969e+01
"88","079","999","0135","0135",92263,3.57999992e+01
"88","080","999","0131","0131",95934,4.52700005e+01
"88","080","999","0135","0135",115964,5.47299995e+01
"88","092","999","0131","0131",195085,5.50600014e+01
"88","092","999","0135","0135",159223,4.49399986e+01
"88","105","999","0131","0131",47160,4.67999992e+01
"88","105","999","0135","0135",53610,5.32000008e+01
"88","106","999","0131","0131",65874,3.10900002e+01
"88","106","999","0135","0135",145982,6.89100037e+01
"88","113","999","0131","0131",109739,4.86100006e+01
"88","113","999","0135","0135",115993,5.13899994e+01
"88","118","999","0131","0131",104871,4.76300011e+01
"88","118","999","0135","0135",115328,5.23699989e+01
"88","122","999","0131","0131",54466,3.03500004e+01
"88","122","999","0135","0135",124990,6.96500015e+01
"88","129","999","0131","0131",107560,6.64400024e+01
"88","129","999","0135","0135",54325,3.35600014e+01
"88","130","999","0131","0131",123852,6.12900009e+01
"88","130","999","0135","0135",78211,3.87099991e+01
"88","132","999","0131","0131",56577,5.94599991e+01
"88","132","999","0135","0135",38571,4.05400009e+01
"88","133","999","0131","0131",56381,5.02400017e+01
"88","133","999","0135","0135",55833,4.97599983e+01
"88","134","999","0131","0131",61732,5.31899986e+01
"88","134","999","0135","0135",54324,4.68100014e+01
"88","999","999","0131","0131",3221493,5.56899986e+01
"88","999","999","0135","0135",2562977,4.43100014e+01
"99","999","999","0131","0131",12198441,4.85999985e+01
"99","999","999","0135","0135",12903301,5.14000015e+01
